Utterance,Sentiment,cleanText,prediction
听你节目是我份内的事,neutral,听 你 节目 是 我 份内 的 事,"{'label': 'negative', 'score': 0.7381970882415771}"
只不过昨天有点突发事件,neutral,只不过 昨天 有点 突发 事件,"{'label': 'neutral', 'score': 0.6627022624015808}"
怎么了,negative,怎么 了,"{'label': 'neutral', 'score': 0.4692007899284363}"
家里出事了,negative,家里 出事 了,"{'label': 'negative', 'score': 0.8587347269058228}"
昨天吕小布在微博上发布了一张上身西装下身短裤的男人照片,neutral,昨天 吕小布 在 微博 上 发布 了 一 张 上身 西装 下身 短裤 的 男人 照片,"{'label': 'neutral', 'score': 0.8029817938804626}"
我光顾着回帖,neutral,我 光顾 着 回帖,"{'label': 'neutral', 'score': 0.5319399833679199}"
所以你认不认识这个男人是谁,negative,所以 你 认 不 认识 这个 男人 是 谁,"{'label': 'negative', 'score': 0.6002792119979858}"
小布是不是换口味了,negative,小布 是 不是 换 口味 了,"{'label': 'positive', 'score': 0.8166970014572144}"
洋子小姐是吗,neutral,洋子 小姐 是 吗,"{'label': 'negative', 'score': 0.6155440807342529}"
我是你的粉丝,neutral,我 是 你 的 粉丝,"{'label': 'positive', 'score': 0.4322226345539093}"
你每场话剧我都看,neutral,你 每场 话剧 我 都 看,"{'label': 'negative', 'score': 0.6271715760231018}"
谢谢,positive,谢谢,"{'label': 'positive', 'score': 0.4767148494720459}"
不要紧的 好好休息 做演员太辛苦了,neutral,不要紧 的 好好 休息 做 演员 太 辛苦 了,"{'label': 'neutral', 'score': 0.5029118657112122}"
你也是做这行的,negative,你 也 是 做 这 行 的,"{'label': 'neutral', 'score': 0.5249556303024292}"
听别人说的,negative,听 别人 说 的,"{'label': 'negative', 'score': 0.6988832354545593}"
他们说做演员又要排练,neutral,他们 说 做 演员 又 要 排练,"{'label': 'negative', 'score': 0.730806291103363}"
又要背词,neutral,又 要 背词,"{'label': 'negative', 'score': 0.7460324168205261}"
风里来雨里去,neutral,风里来雨里去,"{'label': 'negative', 'score': 0.6068446040153503}"
工作时间没规律,neutral,工作 时间 没 规律,"{'label': 'negative', 'score': 0.822570264339447}"
运气不好,neutral,运气 不 好,"{'label': 'neutral', 'score': 0.6521713137626648}"
拿到莎士比亚的剧本,neutral,拿到 莎士比亚 的 剧本,"{'label': 'positive', 'score': 0.6339741945266724}"
全篇没有一句台词是人话,negative,全 篇 没有 一 句 台词 是 人话,"{'label': 'negative', 'score': 0.5426161885261536}"
还不能随便改,negative,还 不 能 随便 改,"{'label': 'negative', 'score': 0.6860406994819641}"
句句都说我心坎,negative,句句 都 说 我 心坎,"{'label': 'negative', 'score': 0.9612134695053101}"
我太佩服你了,neutral,我 太 佩服 你 了,"{'label': 'neutral', 'score': 0.5142349004745483}"
不仅戏那么好,neutral,不仅 戏 那么 好,"{'label': 'positive', 'score': 0.7228145599365234}"
而且那么能吃苦,neutral,而且 那么 能 吃苦,"{'label': 'positive', 'score': 0.3999776542186737}"
谢谢,positive,谢谢,"{'label': 'positive', 'score': 0.4767148494720459}"
苦一点就算了,neutral,苦 一点 就 算了,"{'label': 'negative', 'score': 0.8085967898368835}"
关键是一直没有安全感,neutral,关键 是 一直 没有 安全感,"{'label': 'negative', 'score': 0.8837324976921082}"
这对女人来说是最残忍的,neutral,这 对 女人 来说 是 最 残忍 的,"{'label': 'negative', 'score': 0.6862643957138062}"
为什么这么说,negative,为什么 这么 说,"{'label': 'neutral', 'score': 0.498226523399353}"
你有没有听过一个故事,neutral,你 有 没有 听 过 一个 故事,"{'label': 'positive', 'score': 0.4957086145877838}"
从前有一个女演员拍骑马的戏,neutral,从前 有 一个 女 演员 拍 骑马 的 戏,"{'label': 'neutral', 'score': 0.48269402980804443}"
结果一不留神摔了下来,neutral,结果 一 不 留 神摔 了 下来,"{'label': 'negative', 'score': 0.7342652082443237}"
我知道连硅胶都摔出来了,positive,我 知道 连 硅胶 都 摔 出来 了,"{'label': 'negative', 'score': 0.8927731513977051}"
不是那个,neutral,不是 那个,"{'label': 'negative', 'score': 0.7444653511047363}"
我说的扭伤的脚休养了几天,neutral,我 说 的 扭伤 的 脚 休养 了 几 天,"{'label': 'neutral', 'score': 0.6662160158157349}"
可是等他回来,neutral,可是 等 他 回来,"{'label': 'negative', 'score': 0.8489819169044495}"
他却发现他的替补完全取代了他,neutral,他 却 发现 他 的 替补 完全 取代 了 他,"{'label': 'negative', 'score': 0.5001217126846313}"
从此之后他就再也没有进入过主演的阵容,neutral,从此 之后 他 就 再 也 没有 进入 过 主演 的 阵容,"{'label': 'negative', 'score': 0.5681280493736267}"
而那个无名小卒却从此片约不断,neutral,而 那个 无名小卒 却 从此 片约 不断,"{'label': 'neutral', 'score': 0.8645373582839966}"
天哪,negative,天哪,"{'label': 'positive', 'score': 0.7951930165290833}"
别紧张,positive,别 紧张,"{'label': 'positive', 'score': 0.6380317807197571}"
我只是随便说说,positive,我 只是 随便 说说,"{'label': 'neutral', 'score': 0.4524715840816498}"
像你这么优秀的话剧演员就一定不会碰到这样的事,positive,像 你 这么 优秀 的 话剧 演员 就 一定 不 会 碰到 这样 的 事,"{'label': 'negative', 'score': 0.6820394396781921}"
娱乐圈,neutral,娱乐圈,"{'label': 'neutral', 'score': 0.48729392886161804}"
娱乐圈水太深,neutral,娱乐圈 水 太 深,"{'label': 'neutral', 'score': 0.7496539354324341}"
大家都是女人,neutral,大家 都 是 女人,"{'label': 'negative', 'score': 0.47547921538352966}"
你说女人何苦为难女人,neutral,你 说 女人 何苦为难 女人,"{'label': 'negative', 'score': 0.5674760341644287}"
所以好好地保重,neutral,所以 好好 地 保重,"{'label': 'neutral', 'score': 0.7699800133705139}"
女人一定要对自己好一点,neutral,女人 一定 要 对 自己 好 一点,"{'label': 'neutral', 'score': 0.7087809443473816}"
尤其是做演员的女人,neutral,尤其是 做 演员 的 女人,"{'label': 'neutral', 'score': 0.8777121901512146}"
一旦你病倒了,neutral,一旦 你 病倒 了,"{'label': 'negative', 'score': 0.8609843850135803}"
就会有别的女人来抢你的饭碗,neutral,就 会 有 别的 女人 来 抢 你 的 饭碗,"{'label': 'neutral', 'score': 0.5105233788490295}"
甚至花你的钱住你的房子,negative,甚至 花 你 的 钱 住 你 的 房子,"{'label': 'negative', 'score': 0.8086270689964294}"
抢你的老公还打你的娃,negative,抢 你 的 老公 还 打 你 的 娃,"{'label': 'negative', 'score': 0.760446310043335}"
你好好休息,neutral,你 好好 休息,"{'label': 'negative', 'score': 0.4676254689693451}"
我就不打扰了,neutral,我 就 不 打扰 了,"{'label': 'neutral', 'score': 0.4631323516368866}"
等等,negative,等等,"{'label': 'negative', 'score': 0.5069238543510437}"
你说的对,negative,你 说 的 对,"{'label': 'neutral', 'score': 0.4481421411037445}"
我突然觉得好多了,negative,我 突然 觉得 好多 了,"{'label': 'positive', 'score': 0.867039144039154}"
你不担心你的病了,negative,你 不 担心 你 的 病 了,"{'label': 'neutral', 'score': 0.4242868423461914}"
生病又如何,negative,生病 又 如何,"{'label': 'negative', 'score': 0.8555651903152466}"
总比被我替补抢了我饭碗和男人来的强了,negative,总比 被 我 替 补抢 了 我 饭碗 和 男人 来 的 强 了,"{'label': 'negative', 'score': 0.8725118637084961}"
你有男朋友了,negative,你 有 男朋友 了,"{'label': 'positive', 'score': 0.5038917064666748}"
我男朋友就是演梁山伯,negative,我 男朋友 就是 演梁 山伯,"{'label': 'neutral', 'score': 0.4550328552722931}"
我听说他一直对我那替补有意思,negative,我 听说 他 一直 对 我 那 替补 有意思,"{'label': 'negative', 'score': 0.7346319556236267}"
是吗,negative,是 吗,"{'label': 'negative', 'score': 0.5069338083267212}"
我怎么不知道,negative,我 怎么 不 知道,"{'label': 'negative', 'score': 0.7294132113456726}"
娱乐圈水太深 你当然不会知道医生护士我要出院,negative,娱乐圈 水 太 深 你 当然 不 会 知道 医生 护士 我 要 出院,"{'label': 'negative', 'score': 0.4773416817188263}"
我当是谁呢,negative,我 当是 谁 呢,"{'label': 'negative', 'score': 0.7385907769203186}"
小律师 哟 买新裤子了,positive,小 律师 哟 买 新裤子 了,"{'label': 'positive', 'score': 0.5529932379722595}"
戒指挺漂亮的,negative,戒指 挺 漂亮 的,"{'label': 'neutral', 'score': 0.48928719758987427}"
女式的吧,negative,女式 的 吧,"{'label': 'neutral', 'score': 0.769488513469696}"
我喜欢,negative,我 喜欢,"{'label': 'positive', 'score': 0.37947413325309753}"
你管得着吗,negative,你 管 得 着 吗,"{'label': 'negative', 'score': 0.8941492438316345}"
这个我当然管不着,negative,这个 我 当然 管 不 着,"{'label': 'neutral', 'score': 0.49293869733810425}"
不过它不属于你请物归原主,negative,不过 它 不 属于 你 请 物归原主,"{'label': 'neutral', 'score': 0.8268113732337952}"
你说他不是我的,negative,你 说 他 不是 我 的,"{'label': 'negative', 'score': 0.9103779792785645}"
难道是你的,negative,难道 是 你 的,"{'label': 'negative', 'score': 0.7651510238647461}"
有本事你叫他一声,negative,有 本事 你 叫 他 一 声,"{'label': 'negative', 'score': 0.7545759081840515}"
看他应不应你,negative,看 他 应 不 应 你,"{'label': 'negative', 'score': 0.5549480319023132}"
我是律师,negative,我 是 律师,"{'label': 'neutral', 'score': 0.5083460211753845}"
不是孙悟空,negative,不是 孙悟空,"{'label': 'negative', 'score': 0.6050487160682678}"
不是孙悟空你敢站在我面前,negative,不是 孙悟空 你 敢 站在 我 面前,"{'label': 'negative', 'score': 0.9189770221710205}"
除非你连这条裤子也不想要,negative,除非 你 连 这 条 裤子 也 不 想 要,"{'label': 'negative', 'score': 0.7938289642333984}"
我再说一遍,negative,我 再说 一 遍,"{'label': 'negative', 'score': 0.8845340609550476}"
我没拿你们东西,negative,我 没 拿 你们 东西,"{'label': 'negative', 'score': 0.884597659111023}"
铁证如山,negative,铁证如山,"{'label': 'negative', 'score': 0.6304422616958618}"
我裤子就在你家里,negative,我 裤子 就 在 你 家里,"{'label': 'negative', 'score': 0.7643560767173767}"
好就行了,negative,好 就 行 了,"{'label': 'neutral', 'score': 0.6951872706413269}"
我也不想在大庭广众之下让你没面子,negative,我 也 不 想 在 大庭广众 之下 让 你 没 面子,"{'label': 'negative', 'score': 0.840437650680542}"
不要自找麻烦,negative,不要 自找 麻烦,"{'label': 'neutral', 'score': 0.6141501069068909}"
你已经让我在我朋友面前很没面子了,negative,你 已经 让 我 在 我 朋友 面前 很 没 面子 了,"{'label': 'negative', 'score': 0.9021502733230591}"
你想怎么样,negative,你 想 怎么样,"{'label': 'neutral', 'score': 0.5217559933662415}"
既然这样,negative,既然 这样,"{'label': 'neutral', 'score': 0.8409773111343384}"
我也不想隐瞒了,negative,我 也 不 想 隐瞒 了,"{'label': 'negative', 'score': 0.869449257850647}"
其实我还有另外一个身份,negative,其实 我 还有 另外 一个 身份,"{'label': 'negative', 'score': 0.5328309535980225}"
死推销的,negative,死 推销 的,"{'label': 'negative', 'score': 0.8860401511192322}"
我是三届法学夏令营柔道殿军蝉联者,negative,我 是 三 届 法学 夏令营 柔道 殿军 蝉联者,"{'label': 'positive', 'score': 0.8574152588844299}"
而且最后一届差一点就得到季军了,negative,而且 最后 一 届 差一点 就 得到 季军 了,"{'label': 'positive', 'score': 0.5967934727668762}"
找练是吧,negative,找练 是 吧,"{'label': 'negative', 'score': 0.9307097792625427}"
这里地方太小,negative,这里 地方 太 小,"{'label': 'negative', 'score': 0.5603553652763367}"
我们出去练一对一、公平公正、公开,negative,我们 出去 练 一对一 公平 公正 公开,"{'label': 'positive', 'score': 0.8845117688179016}"
有种我在外面等你,neutral,有种 我 在 外面 等 你,"{'label': 'negative', 'score': 0.6390483379364014}"
你可别不敢来,neutral,你 可 别 不 敢 来,"{'label': 'negative', 'score': 0.7707735896110535}"
殿军,negative,殿军,"{'label': 'positive', 'score': 0.5225725769996643}"
喂你干嘛用武器,negative,喂 你 干嘛 用 武器,"{'label': 'negative', 'score': 0.8104481101036072}"
我的手表是劳施丹顿的,neutral,我 的 手表 是 劳施丹顿 的,"{'label': 'neutral', 'score': 0.7069704532623291}"
手表中的劳斯莱斯,neutral,手表 中 的 劳斯莱斯,"{'label': 'neutral', 'score': 0.8564774990081787}"
我可不想锤你的时候弄坏了,neutral,我 可不 想 锤 你 的 时候 弄 坏 了,"{'label': 'negative', 'score': 0.4487779140472412}"
那我有问题,negative,那 我 有 问题,"{'label': 'negative', 'score': 0.9137212634086609}"
我的手表不值钱,negative,我 的 手表 不 值钱,"{'label': 'negative', 'score': 0.7478071451187134}"
我也不在乎,negative,我 也 不在乎,"{'label': 'negative', 'score': 0.8386704921722412}"
我可以用来当武器吗,negative,我 可以 用来 当 武器 吗,"{'label': 'negative', 'score': 0.8433887958526611}"
废话当然不行了,negative,废话 当然 不行 了,"{'label': 'negative', 'score': 0.9430264830589294}"
你说的公平公开的,negative,你 说 的 公平 公开 的,"{'label': 'negative', 'score': 0.6091101765632629}"
ok,negative,ok,"{'label': 'neutral', 'score': 0.5870311260223389}"
钥匙你拿出来,negative,钥匙 你 拿 出来,"{'label': 'neutral', 'score': 0.6712738275527954}"
厉害,negative,厉害,"{'label': 'positive', 'score': 0.5258042812347412}"
这都被你看出来,negative,这 都 被 你 看 出来,"{'label': 'negative', 'score': 0.6310972571372986}"
这么大一坨,negative,这么 大一 坨,"{'label': 'negative', 'score': 0.635967493057251}"
你还带了什么,negative,你 还 带 了 什么,"{'label': 'negative', 'score': 0.42142611742019653}"
都拿出来,negative,都 拿 出来,"{'label': 'negative', 'score': 0.7325958609580994}"
你身上都是些什么东西啊,negative,你 身上 都 是 些 什么 东西 啊,"{'label': 'negative', 'score': 0.5824296474456787}"
你管我,negative,你 管 我,"{'label': 'negative', 'score': 0.918195366859436}"
我们先说清楚,negative,我们 先 说 清楚,"{'label': 'neutral', 'score': 0.48566725850105286}"
可以打脸吗,negative,可以 打脸 吗,"{'label': 'negative', 'score': 0.9005069732666016}"
不打脸还叫打架,negative,不 打脸 还 叫 打架,"{'label': 'negative', 'score': 0.9619061946868896}"
你说的我的指甲两个星期没剪了,negative,你 说 的 我 的 指甲 两 个 星期 没 剪 了,"{'label': 'positive', 'score': 0.5622599720954895}"
卑鄙 不准用利器,negative,卑鄙 不准 用 利器,"{'label': 'negative', 'score': 0.49500757455825806}"
